exercise_slug,language_code,step_order,instruction
Bent_Press,vi,1,Thực hiện động tác Clean tạ ấm lên vai. Clean tạ ấm lên vai bằng cách duỗi thẳng chân và hông khi nâng tạ ấm về phía vai. Cổ tay nên xoay trong quá trình này. Đây là vị trí bắt đầu của bạn.
Bent_Press,en,2,"Begin my leaning to the side opposite the kettlebell, continuing until you are able to touch the ground with your free hand, keeping your eyes on the kettlebell. As you do so, press the weight vertically be extending through the elbow, keeping your arm perpendicular to the ground."
Bent_Press,vi,2,"Bắt đầu nghiêng người về phía đối diện với tạ ấm, tiếp tục cho đến khi tay không chạm đất, mắt giữ nhìn tạ ấm. Đồng thời, duỗi thẳng khuỷu tay để đẩy tạ thẳng đứng, giữ cánh tay vuông góc với mặt đất."
Bent_Press,en,3,"Return to an upright position, with the kettlebell above your head. Return the kettlebell to the shoulder and repeat for the desired number of repetitions."
Bent_Press,vi,3,"Trở về tư thế thẳng đứng, tạ chuông ở trên đầu. Hạ tạ chuông về vai và lặp lại theo số lần mong muốn."
Bicycling,en,1,"To begin, seat yourself on the bike and adjust the seat to your height."
Bicycling,vi,1,"Trước tiên, ngồi lên xe đạp và điều chỉnh yên xe phù hợp với chiều cao của bạn."
Bicycling_Stationary,en,1,"To begin, seat yourself on the bike and adjust the seat to your height."
Bicycling_Stationary,vi,1,"Trước tiên, ngồi vào xe đạp và điều chỉnh yên xe cho phù hợp với chiều cao của bạn."
Bicycling_Stationary,en,2,"Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity."
Bicycling_Stationary,vi,2,"Chọn tùy chọn mong muốn từ menu. Bạn có thể cần bắt đầu đạp để bật máy. Bạn có thể dùng cài đặt thủ công hoặc chọn một chương trình. Thông thường, bạn có thể nhập tuổi và cân nặng để ước tính lượng calo đốt cháy khi tập. Mức kháng lực có thể được thay đổi trong suốt buổi tập. Tay cầm có thể dùng để theo dõi nhịp tim giúp bạn duy trì cường độ thích hợp."
Board_Press,en,1,"Begin by lying on the bench, getting your head beyond the bar if possible. One to five boards, made out of 2x6's, can be screwed together and held in place by a training partner, bands, or just tucked under your shirt."
Board_Press,vi,1,"Bắt đầu nằm trên ghế, cố gắng đưa đầu qua khỏi thanh đòn. Có thể sử dụng một đến năm tấm ván (gỗ 2x6) được bắt vít lại và giữ cố định bằng bạn tập, dây kháng lực, hoặc đặt dưới áo."
Board_Press,en,2,"Tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement."
Board_Press,vi,2,"Gập chân xuống dưới và uốn cong lưng (tạo độ cong). Dùng thanh tạ để hỗ trợ trọng lượng, nâng vai khỏi ghế và rút vai về sau, ép chặt hai bả vai lại. Dùng lực chân để ấn cơ cầu vai (traps) vào ghế. Duy trì tư thế thân người siết chặt này trong suốt quá trình tập."
Board_Press,en,3,"You can take a standard bench grip, or shoulder width to focus on the triceps. Pull the bar out of the rack without protracting your shoulders. The bar, wrist, and elbow should stay in line at all times. Focus on squeezing the bar and trying to pull it apart."
Board_Press,vi,3,"Có thể dùng độ rộng tay cầm ngang vai hoặc hẹp hơn vai để tập trung vào cơ tay sau. Rút thanh tạ ra khỏi giá mà không đưa vai về phía trước. Thanh tạ, cổ tay và khuỷu tay phải luôn thẳng hàng. Tập trung siết chặt thanh tạ và cố gắng kéo nó ra."
Board_Press,en,4,"Lower the bar to the boards, and then drive the bar up with as much force as possible. The elbows should be tucked in until lockout."
Board_Press,vi,4,"Hạ thanh tạ xuống ván, sau đó đẩy thanh tạ lên mạnh nhất có thể. Khuỷu tay khép vào cho đến khi khóa khớp."
Body-Up,en,1,"Assume a plank position on the ground. You should be supporting your bodyweight on your toes and forearms, keeping your torso straight. Your forearms should be shoulder-width apart. This will be your starting position."
Body-Up,vi,1,"Vào tư thế tấm ván trên sàn. Dồn trọng lượng cơ thể lên mũi chân và cẳng tay, giữ thân người thẳng. Hai cẳng tay rộng bằng vai. Đây là vị trí bắt đầu."
Body-Up,en,2,"Pressing your palms firmly into the ground, extend through the elbows to raise your body from the ground. Keep your torso rigid as you perform the movement."
Body-Up,vi,2,"Ấn chặt lòng bàn tay xuống sàn, duỗi thẳng khuỷu tay để nâng cơ thể lên khỏi mặt đất. Giữ thân mình vững chắc trong suốt quá trình thực hiện động tác."
Body-Up,en,3,Slowly lower your forearms back to the ground by allowing the elbows to flex.
Body-Up,vi,3,Từ từ hạ cẳng tay xuống đất bằng cách gập khuỷu tay.
Body-Up,en,4,Repeat.
Body-Up,vi,4,Lặp lại.
Body_Tricep_Press,en,1,Position a bar in a rack at chest height.
Body_Tricep_Press,vi,1,Đặt thanh tạ lên giá ngang ngực.
Body_Tricep_Press,en,2,"Standing, take a shoulder width grip on the bar and step a yard or two back, feet together and arms extended so that you are leaning on the bar. This will be your starting position."
Body_Tricep_Press,vi,2,"Đứng thẳng, nắm thanh tạ rộng bằng vai và lùi lại một bước ngắn, hai chân khép lại và cánh tay duỗi thẳng, người hơi nghiêng vào thanh tạ."
Body_Tricep_Press,en,3,"Begin by flexing the elbow, lowering yourself towards the bar."
Body_Tricep_Press,vi,3,"Bắt đầu bằng cách gập khuỷu tay, hạ người về phía xà."
Body_Tricep_Press,en,4,"Pause, and then reverse the motion by extending the elbows."
Body_Tricep_Press,vi,4,"Tạm dừng, sau đó đảo ngược chuyển động bằng cách duỗi thẳng khuỷu tay."
Body_Tricep_Press,en,5,Progress from bodyweight by adding chains over your shoulders.
Body_Tricep_Press,vi,5,Tăng cấp độ từ trọng lượng cơ thể bằng cách thêm xích qua vai.
Bodyweight_Flyes,en,1,Position two equally loaded EZ bars on the ground next to each other. Ensure they are able to roll.
Bodyweight_Flyes,vi,1,Đặt hai thanh EZ bar tải trọng bằng nhau trên sàn cạnh nhau. Đảm bảo thanh có thể lăn được.
Bodyweight_Flyes,en,2,"Assume a push-up position over the bars, supporting your weight on your toes and hands with your arms extended and body straight."
Bodyweight_Flyes,vi,2,"Vào tư thế hít đất trên xà kép, giữ trọng lượng bằng mũi chân và tay, tay thẳng, thân người thẳng."
Bodyweight_Flyes,en,3,Place your hands on the bars. This will be your starting position.
Bodyweight_Flyes,vi,3,Đặt tay lên xà. Đây là vị trí bắt đầu.
Bodyweight_Flyes,en,4,"Using a slow and controlled motion, move your hands away from the midline of your body, rolling the bars apart. Inhale during this portion of the motion."
Bodyweight_Flyes,vi,4,"Dùng chuyển động chậm và kiểm soát, di chuyển tay ra khỏi đường giữa cơ thể, cuộn thanh tạ ra. Hít vào trong phần chuyển động này."
Bodyweight_Flyes,en,5,"After moving the bars as far apart as you can, return to the starting position by pulling them back together. Exhale as you perform this movement."
Bodyweight_Flyes,vi,5,"Sau khi đưa thanh tạ ra xa nhất có thể, kéo chúng lại với nhau để trở về vị trí bắt đầu. Thở ra khi thực hiện động tác này."
Bodyweight_Mid_Row,en,1,"Begin by taking a medium to wide grip on a pull-up apparatus with your palms facing away from you. From a hanging position, tuck your knees to your chest, leaning back and getting your legs over your side of the pull-up apparatus. This will be your starting position."
Bodyweight_Mid_Row,vi,1,"Bắt đầu với độ rộng tay vừa hoặc rộng trên xà đơn, lòng bàn tay hướng ra ngoài. Từ tư thế treo người, co gối về ngực, ngả người ra sau và đưa chân qua xà đơn. Đây là vị trí bắt đầu."
Bodyweight_Mid_Row,en,2,"Beginning with your arms straight, flex the elbows and retract the shoulder blades to raise your body up until your legs contact the pull-up apparatus."
Bodyweight_Mid_Row,vi,2,"Bắt đầu với hai tay duỗi thẳng, gập khuỷu tay và rút xương bả vai để kéo cơ thể lên cho đến khi chân chạm xà."
Bodyweight_Mid_Row,en,3,"After a brief pause, return to the starting position."
Bodyweight_Mid_Row,vi,3,"Sau một khoảng dừng ngắn, trở lại vị trí bắt đầu."
Bodyweight_Squat,en,1,Stand with your feet shoulder width apart. You can place your hands behind your head. This will be your starting position.
Bodyweight_Squat,vi,1,Đứng hai chân rộng bằng vai. Đặt hai tay sau đầu. Đây là vị trí bắt đầu.
Bodyweight_Squat,en,2,"Begin the movement by flexing your knees and hips, sitting back with your hips."
Bodyweight_Squat,vi,2,"Bắt đầu động tác bằng cách gập đầu gối và hông, đẩy hông ra sau."
Bodyweight_Squat,en,3,"Continue down to full depth if you are able,and quickly reverse the motion until you return to the starting position. As you squat, keep your head and chest up and push your knees out."
Bodyweight_Squat,vi,3,"Tiếp tục xuống hết độ sâu nếu có thể, và nhanh chóng đảo ngược chuyển động về vị trí bắt đầu. Khi squat, giữ đầu và ngực thẳng, đẩy đầu gối ra ngoài."
Bodyweight_Walking_Lunge,en,1,Begin standing with your feet shoulder width apart and your hands on your hips.
Bodyweight_Walking_Lunge,vi,1,"Đứng thẳng, hai chân rộng bằng vai, hai tay chống hông."
Bodyweight_Walking_Lunge,en,2,"Step forward with one leg, flexing the knees to drop your hips. Descend until your rear knee nearly touches the ground. Your posture should remain upright, and your front knee should stay above the front foot."
Bodyweight_Walking_Lunge,vi,2,"Bước một chân lên, gập gối để hạ hông. Hạ xuống cho đến khi đầu gối sau gần chạm đất. Giữ thẳng lưng và đầu gối trước ở trên bàn chân trước."
Bodyweight_Walking_Lunge,en,3,Drive through the heel of your lead foot and extend both knees to raise yourself back up.
Bodyweight_Walking_Lunge,vi,3,Đẩy qua gót chân trước và duỗi thẳng cả hai đầu gối để nâng người lên.
Bodyweight_Walking_Lunge,en,4,"Step forward with your rear foot, repeating the lunge on the opposite leg."
Bodyweight_Walking_Lunge,vi,4,"Bước chân sau lên, lặp lại động tác lunge với chân đối diện."
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,1,"Connect a standard handle to each arm of a cable machine, and position them in the most downward position."
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,1,"Gắn tay cầm tiêu chuẩn vào mỗi cánh tay của máy cáp, đặt chúng ở vị trí thấp nhất."
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,2,Grab a Bosu Ball and position it in front and center of the cable machine.
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,2,"Cầm bóng Bosu và đặt trước, chính giữa máy kéo cáp."
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,3,Lie down on the Bosu Ball with the small of your back arched around the ball. Your rear end should be close to the floor without touching it.
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,3,"Nằm ngửa trên bóng Bosu, lưng dưới cong theo bóng. Phần mông gần sàn nhưng không chạm sàn."
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,4,"With both hands, reach back and grab the handle of each cable."
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,4,Dùng cả hai tay với ra sau và nắm lấy tay cầm của mỗi sợi cáp.
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,5,"With your feet positioned in a wide stance, extend your arms straight out in front of you and in between your knees. Your hands should be at knee level."
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,5,"Hai chân dang rộng, duỗi thẳng tay ra trước, giữa hai đầu gối, bàn tay ngang đầu gối."
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,6,Keep your arms straight and in-line with the upward angle of the cable. Elevate your torso in a crunching motion without dropping or bending your arms.
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,6,Giữ thẳng tay và song song với góc cáp hướng lên. Nâng thân người lên theo động tác gập bụng mà không hạ thấp hay gập tay.
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,7,Maintain the rigid position with your arms. Slowly descend back to the starting position with your back arched around the Bosu Ball and your abdominals elongated.
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,7,Giữ vững tư thế cố định bằng tay. Từ từ hạ xuống vị trí ban đầu với lưng cong quanh bóng Bosu và cơ bụng căng ra.
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,8,Repeat the same series of movements to failure.
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,8,Lặp lại chuỗi động tác tương tự đến khi thất bại cơ.
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,9,"Once you reach failure, keep your abs tight and raise your torso into plank position so your back is elevated off the Bosu Ball."
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,9,"Sau khi đạt đến mức thất bại, siết chặt cơ bụng và nâng thân người lên tư thế plank để lưng nhấc khỏi Bosu Ball."
Bosu_Ball_Cable_Crunch_With_Side_Bends,en,10,Lower your arms down to your side; keep them straight. Start doing alternating side bends; reach for your heels! This finishing movement will focus on your obliques.
Bosu_Ball_Cable_Crunch_With_Side_Bends,vi,10,"Hạ thẳng tay xuống hai bên. Bắt đầu gập lườn luân phiên, với tay chạm gót chân! Động tác này tập trung vào cơ xiên."
Bottoms-Up_Clean_From_The_Hang_Position,en,1,Initiate the exercise by standing upright with a kettlebell in one hand.
Bottoms-Up_Clean_From_The_Hang_Position,vi,1,"Bắt đầu bài tập bằng cách đứng thẳng, giữ tạ chuông bằng một tay."
Bottoms-Up_Clean_From_The_Hang_Position,en,2,Swing the kettlebell back forcefully and then reverse the motion forcefully. Crush the kettlebell handle as hard as possible and raise the kettlebell to your shoulder.
Bottoms-Up_Clean_From_The_Hang_Position,vi,2,"Đẩy tạ ấm ra sau thật mạnh, sau đó đảo ngược chuyển động mạnh mẽ. Siết chặt tay cầm tạ ấm hết sức và nâng tạ ấm lên vai."
Bottoms_Up,en,1,Begin by lying on your back on the ground. Your legs should be straight and your arms at your side. This will be your starting position.
Bottoms_Up,vi,1,"Bắt đầu nằm ngửa trên sàn. Chân duỗi thẳng, tay đặt dọc thân. Đây là vị trí bắt đầu."
Bottoms_Up,en,2,"To perform the movement, tuck the knees toward your chest by flexing the hips and knees. Following this, extend your legs directly above you so that they are perpendicular to the ground. Rotate and elevate your pelvis to raise your glutes from the floor."
Bottoms_Up,vi,2,"Gập gối về ngực bằng cách gập hông và gối. Sau đó, duỗi chân thẳng đứng vuông góc với mặt sàn. Xoay và nâng xương chậu để nhấc mông khỏi sàn."
Bottoms_Up,en,3,"After a brief pause, return to the starting position."
Bottoms_Up,vi,3,"Sau khi tạm dừng ngắn, trở về vị trí bắt đầu."
Box_Jump_Multiple_Response,en,1,Assume a relaxed stance facing the box or platform approximately an arm's length away. Arms should be down at the sides and legs slightly bent.
Box_Jump_Multiple_Response,vi,1,"Đứng thoải mái, đối diện với hộp hoặc bục, cách khoảng một sải tay. Hai tay thả lỏng bên thân, chân hơi cong."
Box_Jump_Multiple_Response,en,2,"Using the arms to aid in the initial burst, jump upward and forward, landing with feet simultaneously on top of the box or platform."
Box_Jump_Multiple_Response,vi,2,"Dùng tay tạo đà ban đầu, nhảy lên và về phía trước, tiếp đất bằng cả hai chân lên bục hoặc hộp."
Box_Jump_Multiple_Response,en,3,Immediately drop or jump back down to the original starting place; then repeat the sequence.
Box_Jump_Multiple_Response,vi,3,Ngay lập tức thả người hoặc nhảy trở lại vị trí bắt đầu ban đầu; sau đó lặp lại chuỗi động tác.
Box_Skip,en,1,You will need several boxes lined up about 8 feet apart.
Box_Skip,vi,1,Bạn sẽ cần nhiều hộp được xếp cách nhau khoảng 8 feet.
Box_Skip,en,2,Begin facing the first box with one leg slightly behind the other.
Box_Skip,vi,2,"Bắt đầu đối diện với hộp đầu tiên, một chân đặt hơi ra sau chân kia."
Box_Skip,en,3,"Drive off the back leg, attempting to gain as much height with the hips as possible."
Box_Skip,vi,3,"Đẩy mạnh bằng chân sau, cố gắng nâng hông lên cao nhất có thể."
Box_Skip,en,4,"Immediately upon landing on the box, drive the other leg forward and upward to gain height and distance, leaping from the box. Land between the first two boxes with the same leg that landed on the first box."
Box_Skip,vi,4,"Ngay khi chạm đất, dùng chân kia đẩy mạnh về phía trước và lên trên để nhảy khỏi bục. Tiếp đất giữa hai bục bằng chân vừa chạm bục đầu tiên."
Box_Skip,en,5,"Then, step to the next box and repeat."
Box_Skip,vi,5,"Sau đó, bước sang hộp tiếp theo và lặp lại."
Box_Squat,en,1,"The box squat allows you to squat to desired depth and develop explosive strength in the squat movement. Begin in a power rack with a box at the appropriate height behind you. Typically, you would aim for a box height that brings you to a parallel squat, but you can train higher or lower if desired."
Box_Squat,vi,1,"Box squat cho phép bạn squat đến độ sâu mong muốn và phát triển sức mạnh bùng nổ trong động tác squat. Bắt đầu trong khung tập (power rack) với hộp ở độ cao thích hợp phía sau. Thông thường, bạn sẽ nhắm đến độ cao hộp đưa bạn đến squat song song, nhưng bạn có thể tập cao hơn hoặc thấp hơn nếu muốn."
Box_Squat,en,2,"Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wider for more emphasis on the back, glutes, adductors, and hamstrings, or closer together for more quad development. Keep your head facing forward."
Box_Squat,vi,2,"Bước vào dưới thanh tạ, đặt tạ ngang vai. Siết xương bả vai, xoay khuỷu tay ra trước. Nhấc tạ khỏi giá, tạo độ cong siết chặt ở lưng dưới, sau đó bước lùi về vị trí. Đặt chân rộng hơn để tập trung vào lưng, mông, cơ khép và gân kheo, hoặc khép hơn để phát triển cơ đùi trước. Giữ đầu hướng thẳng."
Box_Squat,en,3,"With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. Ideally, your shins should be perpendicular to the ground. Pause when you reach the box, and relax the hip flexors. Never bounce off of a box."
Box_Squat,vi,3,"Thắt lưng, vai và cơ bụng, đẩy gối và mông ra sau khi bắt đầu hạ xuống. Hạ hông xuống cho đến khi ngồi lên hộp. Tốt nhất là cẳng chân vuông góc với sàn. Dừng lại khi chạm hộp, thả lỏng cơ gấp hông. Tuyệt đối không nhún người khỏi hộp."
Box_Squat,en,4,"Keeping the weight on your heels and pushing your feet and knees out, drive upward off of the box as you lead the movement with your head. Continue upward, maintaining tightness head to toe."
Box_Squat,vi,4,"Giữ trọng lượng trên gót chân, đẩy bàn chân và đầu gối ra ngoài, đẩy người lên khỏi hộp, dẫn động bằng đầu. Tiếp tục lên, duy trì độ căng từ đầu đến chân."
Box_Squat_with_Bands,en,1,"Begin in a power rack with a box at the appropriate height behind you. Set up the bands on the sleeves, secured to either band pegs, the rack, or dumbbells so that there is appropriate tension. If dumbbells are used, secure them so that they don't move. Also, ensure that the dumbbells you are using are heavy enough for the bands that you are using. Additional plates can be used to hold the dumbbells down. If more tension is needed, you can either widen the base on the floor or choke the bands. Typically, you would aim for a box height that brings you to a parallel squat, but you can train higher or lower if desired."
Box_Squat_with_Bands,vi,1,"Bắt đầu trong khung gánh tạ với hộp tạ có chiều cao phù hợp phía sau. Lắp dây kháng lực vào thanh tạ, cố định vào chốt cắm dây, khung tạ hoặc tạ đơn để tạo lực căng phù hợp. Nếu dùng tạ đơn, cố định chắc chắn. Đảm bảo tạ đơn đủ nặng cho dây kháng lực. Có thể dùng thêm đĩa tạ để giữ tạ đơn. Nếu cần thêm lực căng, bạn có thể mở rộng chân đế hoặc siết dây. Thông thường, nên đặt hộp tạ ngang tầm squat song song, nhưng có thể tập cao hơn hoặc thấp hơn nếu muốn."
Box_Squat_with_Bands,en,2,"Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wider for more emphasis on the back, glutes, adductors, and hamstrings, or closer together for more quad development. Keep your head facing forward."
Box_Squat_with_Bands,vi,2,"Bắt đầu bằng cách bước vào bên dưới thanh tạ và đặt nó trên lưng vai. Siết chặt xương bả vai và xoay khuỷu tay ra trước. Nhấc tạ ra khỏi giá, tạo một độ cong siết chặt ở lưng dưới và lùi về tư thế. Đặt chân rộng hơn để tập trung vào lưng, cơ mông, cơ khép và gân kheo, hoặc gần nhau hơn để phát triển cơ đùi trước. Giữ đầu hướng thẳng về phía trước."
Box_Squat_with_Bands,en,3,"With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. Ideally, your shins should be perpendicular to the ground. Pause when you reach the box, and relax the hip flexors. Never bounce off of a box."
Box_Squat_with_Bands,vi,3,"Giữ lưng, vai và cơ lõi siết chặt, đẩy đầu gối và mông ra sau khi bắt đầu hạ xuống. Ngồi lùi hông cho đến khi chạm hộp. Lý tưởng là ống chân vuông góc với mặt đất. Tạm dừng khi chạm hộp và thả lỏng cơ gấp hông. Không bao giờ nhún người khỏi hộp."
Box_Squat_with_Bands,en,4,"Keeping the weight on your heels and pushing your feet and knees out, drive upward off of the box as you lead the movement with your head. Continue upward, maintaining tightness head to toe. Use care to return the barbell to the rack."
Box_Squat_with_Bands,vi,4,"Giữ trọng lượng trên gót chân và đẩy bàn chân, đầu gối ra, đẩy người lên khỏi bục, dẫn đầu chuyển động bằng đầu. Tiếp tục đi lên, duy trì sự căng cứng toàn thân. Cẩn thận đặt tạ đòn trở lại giá."
Box_Squat_with_Chains,en,1,"Begin in a power rack with a box at the appropriate height behind you. Typically, you would aim for a box height that brings you to a parallel squat, but you can train higher or lower if desired."
Box_Squat_with_Chains,vi,1,"Bắt đầu trong khung tập tạ (power rack) với hộp ở độ cao thích hợp phía sau. Thông thường, bạn nhắm đến độ cao hộp đưa bạn đến tư thế squat song song, nhưng bạn có thể tập cao hơn hoặc thấp hơn nếu muốn."
Box_Squat_with_Chains,en,2,"To set up the chains, begin by looping the leader chain over the sleeves of the bar. The heavy chain should be attached using a snap hook. Adjust the length of the lead chain so that a few links are still on the floor at the top of the movement."
Box_Squat_with_Chains,vi,2,"Để lắp đặt dây xích, bắt đầu bằng cách vòng dây xích dẫn qua ống thanh đòn. Gắn dây xích nặng bằng móc khóa nhanh. Điều chỉnh độ dài dây xích dẫn sao cho một vài mắt xích vẫn chạm sàn khi đạt đến đỉnh động tác."
Box_Squat_with_Chains,en,3,"Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wider for more emphasis on the back, glutes, adductors, and hamstrings, or closer together for more quad development. Keep your head facing forward."
Box_Squat_with_Chains,vi,3,"Bắt đầu bằng cách bước vào dưới thanh tạ và đặt nó trên vai sau. Siết chặt xương bả vai và xoay khuỷu tay ra trước. Nhấc thanh tạ khỏi giá, tạo một đường cong siết chặt ở lưng dưới và bước lùi về vị trí. Đặt chân rộng hơn để tập trung vào lưng, cơ mông, cơ khép và gân kheo, hoặc gần nhau hơn để phát triển cơ đùi trước. Giữ đầu hướng thẳng về phía trước."
Box_Squat_with_Chains,en,4,"With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. Ideally, your shins should be perpendicular to the ground. Pause when you reach the box, and relax the hip flexors. Never bounce off of a box."
Box_Squat_with_Chains,vi,4,"Thắt lưng, vai và cơ lõi chặt, đẩy gối và mông ra ngoài khi bắt đầu hạ xuống. Hông lùi lại cho đến khi ngồi trên hộp. Lý tưởng là ống chân vuông góc với mặt đất. Tạm dừng khi chạm hộp và thư giãn cơ gấp hông. Không bao giờ nảy người khỏi hộp."
Box_Squat_with_Chains,en,5,"Keeping the weight on your heels and pushing your feet and knees out, drive upward off of the box as you lead the movement with your head. Continue upward, maintaining tightness head to toe."
Box_Squat_with_Chains,vi,5,"Giữ trọng lượng dồn vào gót chân và đẩy bàn chân, đầu gối ra ngoài, nâng người lên khỏi hộp, dẫn đầu bằng đầu. Tiếp tục đi lên, duy trì độ căng từ đầu đến chân."
Brachialis-SMR,en,1,"Lie on your side, with your upper arm against the foam roller. The upper arm should be more or less aligned with your body, with the outside of the bicep pressed against the foam roller."
Brachialis-SMR,vi,1,"Nằm nghiêng, đặt bắp tay trên con lăn xốp. Bắp tay gần như thẳng hàng với cơ thể, phần ngoài cơ nhị đầu ép vào con lăn."
Brachialis-SMR,en,2,"Raise your hips off of the floor, supporting your weight on your arm and on your feet. Hold for 10-30 seconds, and then switch sides."
Brachialis-SMR,vi,2,"Nâng hông khỏi sàn, dồn trọng lượng vào cánh tay và bàn chân. Giữ 10-30 giây, sau đó đổi bên."
Bradford_Rocky_Presses,en,1,Sit on a Military Press Bench with a bar at shoulder level with a pronated grip (palms facing forward). Tip: Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down. This is your starting position.
Bradford_Rocky_Presses,vi,1,"Ngồi trên ghế Military Press, thanh tạ ngang vai, cầm bằng tay ngửa (lòng bàn tay hướng ra trước). Lưu ý: Khoảng cách tay rộng hơn vai, tạo góc 90 độ giữa cẳng tay và bắp tay khi tạ hạ xuống. Đây là vị trí bắt đầu."
Bradford_Rocky_Presses,en,2,"Once you pick up the barbell with the correct grip, lift the bar up over your head by locking your arms."
Bradford_Rocky_Presses,vi,2,"Sau khi nắm thanh tạ đúng cách, đẩy tạ qua đầu và khóa khớp tay."
Bradford_Rocky_Presses,en,3,Now lower the bar down to the back of the head slowly as you inhale.
Bradford_Rocky_Presses,vi,3,Hạ thanh tạ từ từ xuống sau đầu khi hít vào.
Bradford_Rocky_Presses,en,4,Lift the bar back up to the starting position as you exhale.
Bradford_Rocky_Presses,vi,4,Nâng tạ về vị trí ban đầu khi thở ra.
Bradford_Rocky_Presses,en,5,Lower the bar down to the starting position slowly as you inhale. This is one repetition.
Bradford_Rocky_Presses,vi,5,Hạ thanh tạ từ từ về vị trí bắt đầu khi hít vào. Đây là một lần lặp.
Bradford_Rocky_Presses,en,6,Alternate in this manner until you complete the recommended amount of repetitions.
Bradford_Rocky_Presses,vi,6,Đổi bên liên tục cho đến khi hoàn thành số lần lặp lại được khuyến nghị.
Butt-Ups,en,1,Begin a pushup position but with your elbows on the ground and resting on your forearms. Your arms should be bent at a 90 degree angle.
Butt-Ups,vi,1,"Bắt đầu ở tư thế chống đẩy, chống khuỷu tay và cẳng tay xuống sàn. Khuỷu tay gập 90 độ."
Butt-Ups,en,2,Arch your back slightly out rather than keeping your back completely straight.
Butt-Ups,vi,2,Hơi cong lưng ra ngoài thay vì giữ thẳng hoàn toàn.
Butt-Ups,en,3,"Raise your glutes toward the ceiling, squeezing your abs tightly to close the distance between your ribcage and hips. The end result will be that you'll end up in a high bridge position. Exhale as you perform this portion of the movement."
Butt-Ups,vi,3,"Nâng cơ mông về phía trần nhà, siết cơ bụng để thu hẹp khoảng cách giữa lồng ngực và hông. Kết thúc ở tư thế cầu nâng cao. Thở ra khi thực hiện động tác này."
Butt-Ups,en,4,Lower back down slowly to your starting position as you breathe in. Tip: Don't let your back sag downwards.
Butt-Ups,vi,4,Hạ người xuống từ từ về vị trí ban đầu trong khi hít vào. Lưu ý: Không để lưng võng xuống.
Butt-Ups,en,5,Repeat for the recommended amount of repetitions.
Butt-Ups,vi,5,Lặp lại đủ số lần quy định.
Butt_Lift_Bridge,en,1,Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position.
Butt_Lift_Bridge,vi,1,"Nằm ngửa trên sàn, hai tay đặt dọc thân người và đầu gối gập. Hai chân đặt rộng bằng vai. Đây là tư thế bắt đầu."
Butt_Lift_Bridge,en,2,"Pushing mainly with your heels, lift your hips off the floor while keeping your back straight. Breathe out as you perform this part of the motion and hold at the top for a second."
Butt_Lift_Bridge,vi,2,"Đẩy chủ yếu bằng gót chân, nâng hông lên khỏi sàn đồng thời giữ lưng thẳng. Thở ra khi thực hiện động tác này và giữ một giây ở đỉnh."
Butt_Lift_Bridge,en,3,Slowly go back to the starting position as you breathe in.
Butt_Lift_Bridge,vi,3,Từ từ về vị trí ban đầu khi hít vào.
