exercise_slug,muscle
Standing_Alternating_Dumbbell_Press,shoulders
Standing_Barbell_Calf_Raise,calves
Standing_Barbell_Press_Behind_Neck,shoulders
Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,triceps
Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,triceps
Standing_Biceps_Cable_Curl,biceps
Standing_Biceps_Stretch,biceps
Standing_Bradford_Press,shoulders
Standing_Cable_Chest_Press,chest
Standing_Cable_Lift,abdominals
Standing_Cable_Wood_Chop,abdominals
Standing_Calf_Raises,calves
Standing_Concentration_Curl,biceps
Standing_Dumbbell_Calf_Raise,calves
Standing_Dumbbell_Press,shoulders
Standing_Dumbbell_Reverse_Curl,biceps
Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,shoulders
Standing_Dumbbell_Triceps_Extension,triceps
Standing_Dumbbell_Upright_Row,traps
Standing_Elevated_Quad_Stretch,quadriceps
Standing_Front_Barbell_Raise_Over_Head,shoulders
Standing_Gastrocnemius_Calf_Stretch,calves
Standing_Hamstring_and_Calf_Stretch,hamstrings
Standing_Hip_Circles,abductors
Standing_Hip_Flexors,quadriceps
Standing_Inner-Biceps_Curl,biceps
Standing_Lateral_Stretch,abdominals
Standing_Leg_Curl,hamstrings
Standing_Long_Jump,quadriceps
Standing_Low-Pulley_Deltoid_Raise,shoulders
Standing_Low-Pulley_One-Arm_Triceps_Extension,triceps
Standing_Military_Press,shoulders
Standing_Olympic_Plate_Hand_Squeeze,forearms
Standing_One-Arm_Cable_Curl,biceps
Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,biceps
Standing_One-Arm_Dumbbell_Triceps_Extension,triceps
Standing_Overhead_Barbell_Triceps_Extension,triceps
Standing_Palm-In_One-Arm_Dumbbell_Press,shoulders
Standing_Palms-In_Dumbbell_Press,shoulders
Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,forearms
Standing_Pelvic_Tilt,lower back
Standing_Rope_Crunch,abdominals
Standing_Soleus_And_Achilles_Stretch,calves
Standing_Toe_Touches,hamstrings
Standing_Towel_Triceps_Extension,triceps
Standing_Two-Arm_Overhead_Throw,shoulders
Star_Jump,quadriceps
Step-up_with_Knee_Raise,glutes
Step_Mill,quadriceps
Stiff-Legged_Barbell_Deadlift,hamstrings
Stiff-Legged_Dumbbell_Deadlift,hamstrings
Stiff_Leg_Barbell_Good_Morning,lower back
Stomach_Vacuum,abdominals
Straight-Arm_Dumbbell_Pullover,chest
Straight-Arm_Pulldown,lats
Straight_Bar_Bench_Mid_Rows,middle back
Straight_Raises_on_Incline_Bench,shoulders
Stride_Jump_Crossover,quadriceps
Sumo_Deadlift,hamstrings
Sumo_Deadlift_with_Bands,hamstrings
Sumo_Deadlift_with_Chains,hamstrings
Superman,lower back
Supine_Chest_Throw,triceps
Supine_One-Arm_Overhead_Throw,abdominals
Supine_Two-Arm_Overhead_Throw,abdominals
Suspended_Fallout,abdominals
Suspended_Push-Up,chest
Suspended_Reverse_Crunch,abdominals
Suspended_Row,middle back
Suspended_Split_Squat,quadriceps
Svend_Press,chest
T-Bar_Row_with_Handle,middle back
Tate_Press,triceps
The_Straddle,hamstrings
Thigh_Abductor,abductors
Thigh_Adductor,adductors
Tire_Flip,quadriceps
Toe_Touchers,abdominals
Torso_Rotation,abdominals
Trail_Running_Walking,quadriceps
Trap_Bar_Deadlift,quadriceps
Tricep_Dumbbell_Kickback,triceps
Tricep_Side_Stretch,triceps
Triceps_Overhead_Extension_with_Rope,triceps
Triceps_Pushdown,triceps
Triceps_Pushdown_-_Rope_Attachment,triceps
Triceps_Pushdown_-_V-Bar_Attachment,triceps
Triceps_Stretch,triceps
Tuck_Crunch,abdominals
Two-Arm_Dumbbell_Preacher_Curl,biceps
Two-Arm_Kettlebell_Clean,shoulders
Two-Arm_Kettlebell_Jerk,shoulders
Two-Arm_Kettlebell_Military_Press,shoulders
Two-Arm_Kettlebell_Row,middle back
Underhand_Cable_Pulldowns,lats
Upper_Back-Leg_Grab,hamstrings
Upper_Back_Stretch,middle back
Upright_Barbell_Row,shoulders
Upright_Cable_Row,traps
Upright_Row_-_With_Bands,traps
Upward_Stretch,shoulders
V-Bar_Pulldown,lats
V-Bar_Pullup,lats
Vertical_Swing,hamstrings
Walking_Treadmill,quadriceps
Weighted_Ball_Hyperextension,lower back
Weighted_Ball_Side_Bend,abdominals
Weighted_Bench_Dip,triceps
Weighted_Crunches,abdominals
Weighted_Jump_Squat,quadriceps
Weighted_Pull_Ups,lats
Weighted_Sissy_Squat,quadriceps
Weighted_Sit-Ups_-_With_Bands,abdominals
Weighted_Squat,quadriceps
Wide-Grip_Barbell_Bench_Press,chest
Wide-Grip_Decline_Barbell_Bench_Press,chest
Wide-Grip_Decline_Barbell_Pullover,chest
Wide-Grip_Lat_Pulldown,lats
Wide-Grip_Pulldown_Behind_The_Neck,lats
Wide-Grip_Rear_Pull-Up,lats
Wide-Grip_Standing_Barbell_Curl,biceps
Wide_Stance_Barbell_Squat,quadriceps
Wide_Stance_Stiff_Legs,hamstrings
Wind_Sprints,abdominals
Windmills,abductors
Worlds_Greatest_Stretch,hamstrings
Wrist_Circles,forearms
Wrist_Roller,forearms
Wrist_Rotations_with_Straight_Bar,forearms
Yoke_Walk,quadriceps
Zercher_Squats,quadriceps
Zottman_Curl,biceps
Zottman_Preacher_Curl,biceps
